注意事项,#genre#
泸县新闻综合,http://lxfile.lxxcb.cn/nmip-media/channellive/channel103799/playlist.m3u8?zsicd
泸州新闻,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel106011/playlist.m3u8
泸州科教,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel103074/playlist.m3u8
甘孜综合,http://tv.drs.ganzitv.com:8100/channellive/gztv.flv?zsicd
营山电视台,http://file.ysxtv.cn/cms/videos/nmip-media/channellive/channel4/playlist.m3u8
营山电视台,http://file.ysxtv.cn/cms/videos/nmip-media/channellive/channel4/playlist.m3u8?zsicd
达州公共,http://tv.drs.dzxw.net/channellive/ggpd-dz2.flv
达州新闻,http://tv.drs.dzxw.net/channellive/xwzhpd-dz1.flv
达州新闻,http://tv.drs.dzxw.net:80/channellive/xwzhpd-dz1.flv
金川新闻综合,http://live.jinchuanrmt.com:90/live/zhxw.m3u8
金川新闻综合,http://live.jinchuanrmt.com:90/live/zhxw.m3u8?zsicd
长宁综合,http://cnpull.sccnfb.com/live/123456.m3u8?zsicd
青神综合,http://lmt.scqstv.com/live1/live1.m3u8?zsicd
马尔康综合,http://live.zmmek.com:90/live/zhxw.m3u8?zsicd
凉山新闻综合,http://file.yizu.tv/nmip-media/channellive/channel106606/playlist.m3u8
凉山新闻综合,http://file.yizu.tv/nmip-media/channellive/channel106606/playlist.m3u8?zsicd
凉山语,http://file.yizu.tv/nmip-media/channellive/channel107323/playlist.m3u8?zsicd
自贡综合,http://110.189.153.160:1001/zhpd.flv?zsicd
德阳新闻综合,http://scdytv.cn:1935/live/mxwpdlivevideo/playlist.m3u8
德阳新闻综合,http://scdytv.cn:1935/live/mxwpdlivevideo/playlist.m3u8?zsicd
甘孜综合,http://tv.drs.ganzitv.com:8100/channellive/gztv.flv?zsicd
铜梁综合,http://183.64.174.171:40123/ch1.m3u8?zzhongqd
万州综合,http://wanzhoulive.cbg.cn:8017/iTXwrGs/800/live.m3u8?zzhongqd
万州综合,http://123.146.162.24:8017/iTXwrGs/800/live.m3u8?zzhongqd
万州综合,http://123.146.162.24:8013/tslslive/noEX9SG/hls/livesd.m3u8?zzhongqd
万州三峡移民,http://123.146.162.24:8017/c2F0hmi/1000/live.m3u8?zzhongqd
万州三峡移民,http://123.146.162.24:8013/tslslive/PU2vzMI/hls/livesd.m3u8?zzhongqd
万州三峡移民,http://wanzhoulive.cbg.cn:8017/c2F0hmi/1000/live.m3u8?zzhongqd
武隆综合频道,https://qxlmlive9.cbg.cn/applive/wltvzh/playlist.m3u8?zzhongqd
江津新闻综合,http://222.179.155.21:1935/ch1.m3u8?zzhongqd
叙州新闻综合,http://pili-live-hls.ybcxjd.com/jdh-live/2108111201035597.m3u8?zsicd
四川联通,#genre#
CCTV1,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227479/index.m3u8
CCTV2,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227477/index.m3u8
CCTV3,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227435/index.m3u8
CCTV4,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227373/index.m3u8
CCTV5,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227491/index.m3u8
CCTV5+,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227493/index.m3u8
CCTV6,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227431/index.m3u8
CCTV7,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227429/index.m3u8
CCTV8,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227427/index.m3u8
CCTV9,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227425/index.m3u8
CCTV10,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227375/index.m3u8
CCTV11,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227922/index.m3u8
CCTV12,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227377/index.m3u8
CCTV13,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227926/index.m3u8
CCTV14,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227379/index.m3u8
CCTV15,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227918/index.m3u8
CCTV17,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227577/index.m3u8
北京卫视,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227397/index.m3u8
湖南卫视,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227369/index.m3u8
浙江卫视,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227351/index.m3u8
江苏卫视,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227421/index.m3u8
安徽卫视,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227363/index.m3u8
东方卫视,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227401/index.m3u8
天津卫视,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227343/index.m3u8
广东卫视,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227361/index.m3u8
深圳卫视,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227419/index.m3u8
东南卫视,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227353/index.m3u8
湖北卫视,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227367/index.m3u8
重庆卫视,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227359/index.m3u8
河北卫视,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227399/index.m3u8
河南卫视,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227923/index.m3u8
江西卫视,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227355/index.m3u8
贵州卫视,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227357/index.m3u8
山东卫视,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227365/index.m3u8
吉林卫视,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227935/index.m3u8
辽宁卫视,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227345/index.m3u8
甘肃卫视,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227937/index.m3u8
四川卫视,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227417/index.m3u8
甘肃卫视,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227937/index.m3u8
广西卫视,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227939/index.m3u8
延边卫视,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227961/index.m3u8
云南卫视,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227962/index.m3u8
新疆卫视,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227117/index.m3u8
宁夏卫视,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227119/index.m3u8
安多卫视,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227121/index.m3u8
青海卫视,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227123/index.m3u8
陕西卫视,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227127/index.m3u8
西藏卫视,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227131/index.m3u8
山西卫视,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227183/index.m3u8
兵团卫视,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227934/index.m3u8
厦门卫视,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227938/index.m3u8
山沙卫视,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227943/index.m3u8
海南卫视,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227958/index.m3u8
康巴卫视,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227629/index.m3u8
内蒙古卫视,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227181/index.m3u8
黑龙江卫视,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227347/index.m3u8
山东教育卫视,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227945/index.m3u8

四川卫视,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227633/index.m3u8
SCTV-2高清,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227415/index.m3u8
SCTV-3高清,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227413/index.m3u8
SCTV-4高清,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227411/index.m3u8
SCTV-5高清,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227409/index.m3u8
SCTV-6高清,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227407/index.m3u8
SCTV-7高清,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227405/index.m3u8
SCTV-9高清,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227403/index.m3u8
SCTV-科教高清,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227927/index.m3u8
四川经济科教,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227635/index.m3u8
四川文化旅游,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227637/index.m3u8
四川新闻,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227639/index.m3u8
四川影视文艺,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227641/index.m3u8
成都-1,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227495/index.m3u8
成都-2,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227591/index.m3u8
成都-3,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227497/index.m3u8
成都-4,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227593/index.m3u8
成都-5,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227587/index.m3u8
成都-6,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227597/index.m3u8
成都-8,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227601/index.m3u8
西昌综合,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227551/index.m3u8
达州综合,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227581/index.m3u8
内江综合,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227932/index.m3u8
眉山综合,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227539/index.m3u8
广安新闻综合,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227543/index.m3u8
德阳文旅科教,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227555/index.m3u8
巴中综合,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227557/index.m3u8
南充综合,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227805/index.m3u8
内江综合,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227932/index.m3u8
欢笑剧场4K,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227970/index.m3u8
遂宁综合,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227533/index.m3u8
乐山新闻综合,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227537/index.m3u8
达州新闻综合,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227581/index.m3u8
绵阳新闻综合,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227521/index.m3u8
宜宾新闻综合,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227541/index.m3u8
广元综合,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227531/index.m3u8
资阳新闻综合,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227547/index.m3u8
自贡综合,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227930/index.m3u8
阿坝新闻综合,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227561/index.m3u8
阿坝藏语频道,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227563/index.m3u8
凉山新闻综合,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227551/index.m3u8

CETV-1,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227339/index.m3u8
CETV-2,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227940/index.m3u8
CETV-4,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227337/index.m3u8
CHC高清电影,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227981/index.m3u8
CHC动作电影,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227984/index.m3u8
CHC家庭影院,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227986/index.m3u8
峨眉电影,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227481/index.m3u8
峨眉电影,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227649/index.m3u8
峨眉电影,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227928/index.m3u8
动作影院,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227919/index.m3u8
北京纪实科教,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227341/index.m3u8
纪实人文,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227349/index.m3u8
CGTN,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227391/index.m3u8
金鹰纪实,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227371/index.m3u8
金鹰卡通,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227149/index.m3u8
优漫卡通,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227167/index.m3u8
哈哈炫动,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227171/index.m3u8
卡酷动画,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227189/index.m3u8
熊猫卡通,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227507/index.m3u8
熊猫新闻,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227509/index.m3u8
熊猫影院,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227511/index.m3u8
熊猫体娱,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227519/index.m3u8
综合频道,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227525/index.m3u8
欢笑剧场,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227970/index.m3u8
快乐垂钓,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227965/index.m3u8
先锋兵羽,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227967/index.m3u8
汽摩,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227968/index.m3u8
家庭理财,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227969/index.m3u8
中国交通,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227499/index.m3u8
财富天下,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227971/index.m3u8
劲爆体育,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227972/index.m3u8
金色学堂,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227973/index.m3u8
茶频道,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227974/index.m3u8
乐游,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227975/index.m3u8
法制天地,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227976/index.m3u8
动漫秀场,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227977/index.m3u8
中学生,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227978/index.m3u8
老故事,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227979/index.m3u8
精彩影视,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227980/index.m3u8
书法,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227982/index.m3u8
🛰IPV6地方,#genre#
镇江1套,http://zjtv-wshls.homecdn.com/live/2aa50.m3u8
镇江2套,http://zjtv-wshls.homecdn.com/live/2aa16.m3u8
连云港1套,http://live.lyg1.com/zhpd/sd/live.m3u8
连云港2套,http://live.lyg1.com/ggpd/sd/live.m3u8
「重庆」璧山综合,http://222.179.42.129:8181/hls1.m3u8?zzhongqd
「重庆」垫江综合,http://125.62.24.185:80/1.m3u8?zzhongqd
「河南」宝丰综合频道,http://tvpull.dxhmt.cn:9081/tv/10421-1.m3u8?zhend
「河南」邓州新闻,http://tvpull.dxhmt.cn:9081/tv/11381-1.m3u8?zhend
